name,country_name,country_id,opponent_name,opponent_country_name,opponent_country_id,date,tournament,level,bestOf,surface,indoor,speed,round,score,winner,games_per_set
Novak Djokovic,Serbia,SRB,Tennys Sandgren,United States,USA,8/27/2018,US Open,G,5,H,FALSE,61,R64,6-1 6-3 6-7(2) 6-2,TRUE,9
Novak Djokovic,Serbia,SRB,Kei Nishikori,Japan,JPN,8/27/2018,US Open,G,5,H,FALSE,61,SF,6-3 6-4 6-2,TRUE,9
Pablo Andujar,Spain,ESP,Mikhail Kukushkin,Kazakhstan,KAZ,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-3 6-2 6-4,FALSE,9
Pablo Carreno Busta,Spain,ESP,Fabio Fognini,Italy,ITA,1/14/2019,Australian Open,G,5,H,FALSE,85,R32,6-2 6-4 2-6 6-4,TRUE,9
Peter Gojowczyk,Germany,GER,Karen Khachanov,Russian Federation,RUS,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,3-6 6-3 6-4 6-2,FALSE,9
Philipp Kohlschreiber,Germany,GER,Nicolas Mahut,France,FRA,5/26/2019,Roland Garros,G,5,C,FALSE,48,R64,6-3 6-3 6-3,FALSE,9
Pierre Hugues Herbert,France,FRA,Kevin Anderson,South Africa,RSA,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-3 6-4 6-2,FALSE,9
Quentin Halys,France,FRA,Kei Nishikori,Japan,JPN,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-2 6-3 6-4,FALSE,9
Radu Albot,"Moldova, Republic of",MDA,Jan Lennard Struff,Germany,GER,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-4 6-3 6-2,FALSE,9
Radu Albot,"Moldova, Republic of",MDA,Michael Mmoh,United States,USA,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,3-6 6-3 6-4 6-2,TRUE,9
Rafael Nadal,Spain,ESP,Vasek Pospisil,Canada,CAN,8/27/2018,US Open,G,5,H,FALSE,61,R64,6-3 6-4 6-2,TRUE,9
Rafael Nadal,Spain,ESP,Frances Tiafoe,United States,USA,1/14/2019,Australian Open,G,5,H,FALSE,85,QF,6-3 6-4 6-2,TRUE,9
Rafael Nadal,Spain,ESP,Roger Federer,Switzerland,SUI,5/26/2019,Roland Garros,G,5,C,FALSE,48,SF,6-3 6-4 6-2,TRUE,9
Reilly Opelka,United States,USA,Milos Raonic,Canada,CAN,7/1/2019,Wimbledon,G,5,G,FALSE,76,R32,7-6(1) 6-2 6-1,FALSE,9
Richard Gasquet,France,FRA,Juan Ignacio Londero,Argentina,ARG,5/26/2019,Roland Garros,G,5,C,FALSE,48,R64,6-2 3-6 6-3 6-4,FALSE,9
Roberto Bautista Agut,Spain,ESP,Steve Johnson,United States,USA,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-3 6-4 6-2,TRUE,9
Robin Haase,Netherlands,NED,Mackenzie Mcdonald,United States,USA,8/27/2018,US Open,G,5,H,FALSE,61,R128,4-6 4-6 6-3 6-1 6-3,TRUE,9
Roger Federer,Switzerland,SUI,Rafael Nadal,Spain,ESP,5/26/2019,Roland Garros,G,5,C,FALSE,48,SF,6-3 6-4 6-2,FALSE,9
Roger Federer,Switzerland,SUI,Jay Clarke,United Kingdom,GBR,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,6-1 7-6(3) 6-2,TRUE,9
Ryan Harrison,United States,USA,Jiri Vesely,Czech Republic,CZE,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-0 7-5 6-3,TRUE,9
Ryan Harrison,United States,USA,Daniil Medvedev,Russian Federation,RUS,1/14/2019,Australian Open,G,5,H,FALSE,85,R64,6-3 6-3 6-3,FALSE,9
Stan Wawrinka,Switzerland,SUI,Jozef Kovalik,Slovakia,SVK,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-1 6-7(3) 6-2 6-3,TRUE,9
Steve Darcis,Belgium,BEL,Borna Coric,Croatia,CRO,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-1 6-4 6-4,FALSE,9
Steve Johnson,United States,USA,Roberto Bautista Agut,Spain,ESP,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-3 6-4 6-2,FALSE,9
Steve Johnson,United States,USA,Kei Nishikori,Japan,JPN,7/1/2019,Wimbledon,G,5,G,FALSE,76,R32,6-4 6-3 6-2,FALSE,9
Steve Johnson,United States,USA,Albert Ramos,Spain,ESP,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-4 6-2 6-3,TRUE,9
Taylor Harry Fritz,United States,USA,Jason Kubler,Australia,AUS,8/27/2018,US Open,G,5,H,FALSE,61,R64,6-3 3-6 6-3 RET,TRUE,9
Tennys Sandgren,United States,USA,Yasutaka Uchiyama,Japan,JPN,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,3-6 6-2 6-4 6-3,TRUE,9
Tennys Sandgren,United States,USA,Viktor Troicki,Serbia,SRB,8/27/2018,US Open,G,5,H,FALSE,61,R128,6-3 6-4 6-2,TRUE,9
Tennys Sandgren,United States,USA,Novak Djokovic,Serbia,SRB,8/27/2018,US Open,G,5,H,FALSE,61,R64,6-1 6-3 6-7(2) 6-2,FALSE,9
Tomas Berdych,Czech Republic,CZE,Kyle Edmund,United Kingdom,GBR,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-3 6-0 7-5,TRUE,9
Vasek Pospisil,Canada,CAN,Rafael Nadal,Spain,ESP,8/27/2018,US Open,G,5,H,FALSE,61,R64,6-3 6-4 6-2,FALSE,9
Viktor Troicki,Serbia,SRB,Tennys Sandgren,United States,USA,8/27/2018,US Open,G,5,H,FALSE,61,R128,6-3 6-4 6-2,FALSE,9
Yasutaka Uchiyama,Japan,JPN,Tennys Sandgren,United States,USA,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,3-6 6-2 6-4 6-3,FALSE,9
Yoshihito Nishioka,Japan,JPN,Karen Khachanov,Russian Federation,RUS,1/14/2019,Australian Open,G,5,H,FALSE,85,R64,6-3 6-3 6-3,FALSE,9
Yoshihito Nishioka,Japan,JPN,Mackenzie Mcdonald,United States,USA,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-7(7) 6-0 4-6 6-2 6-3,TRUE,9
Aljaz Bedene,Slovenia,SLO,Nikoloz Basilashvili,Georgia,GEO,8/27/2018,US Open,G,5,H,FALSE,61,R128,6-2 4-6 6-2 2-6 6-4,FALSE,8.8
Denis Kudla,United States,USA,Marc Polmans,Australia,AUS,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,5-7 1-6 6-2 6-3 6-2,TRUE,8.8
Marc Polmans,Australia,AUS,Denis Kudla,United States,USA,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,5-7 1-6 6-2 6-3 6-2,FALSE,8.8
Nikoloz Basilashvili,Georgia,GEO,Aljaz Bedene,Slovenia,SLO,8/27/2018,US Open,G,5,H,FALSE,61,R128,6-2 4-6 6-2 2-6 6-4,TRUE,8.8
Alex Bolt,Australia,AUS,Jack Sock,United States,USA,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,4-6 6-3 6-2 6-2,TRUE,8.75
Andrey Rublev,Russian Federation,RUS,Jeremy Chardy,France,FRA,8/27/2018,US Open,G,5,H,FALSE,61,R128,6-2 4-6 6-4 6-1,FALSE,8.75
Benoit Paire,France,FRA,Marius Copil,Romania,ROU,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-4 6-7(5) 6-0 6-1,TRUE,8.75
Damir Dzumhur,Bosnia and Herzegovina,BIH,Dusan Lajovic,Serbia,SRB,8/27/2018,US Open,G,5,H,FALSE,61,R128,3-6 6-1 6-3 6-4,FALSE,8.75
David Goffin,Belgium,BEL,Rafael Nadal,Spain,ESP,5/26/2019,Roland Garros,G,5,C,FALSE,48,R32,6-1 6-3 4-6 6-3,FALSE,8.75
Denis Shapovalov,Canada,CAN,Novak Djokovic,Serbia,SRB,1/14/2019,Australian Open,G,5,H,FALSE,85,R32,6-3 6-4 4-6 6-0,FALSE,8.75
Dominic Thiem,Austria,AUT,Rafael Nadal,Spain,ESP,5/26/2019,Roland Garros,G,5,C,FALSE,48,F,6-3 5-7 6-1 6-1,FALSE,8.75
Dusan Lajovic,Serbia,SRB,Damir Dzumhur,Bosnia and Herzegovina,BIH,8/27/2018,US Open,G,5,H,FALSE,61,R128,3-6 6-1 6-3 6-4,TRUE,8.75
Jack Sock,United States,USA,Alex Bolt,Australia,AUS,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,4-6 6-3 6-2 6-2,FALSE,8.75
Jeremy Chardy,France,FRA,Andrey Rublev,Russian Federation,RUS,8/27/2018,US Open,G,5,H,FALSE,61,R128,6-2 4-6 6-4 6-1,TRUE,8.75
Marius Copil,Romania,ROU,Benoit Paire,France,FRA,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-4 6-7(5) 6-0 6-1,FALSE,8.75
Matthew Ebden,Australia,AUS,Philipp Kohlschreiber,Germany,GER,8/27/2018,US Open,G,5,H,FALSE,61,R64,6-7(1) 6-3 6-2 6-0,FALSE,8.75
Novak Djokovic,Serbia,SRB,Roberto Bautista Agut,Spain,ESP,7/1/2019,Wimbledon,G,5,G,FALSE,76,SF,6-2 4-6 6-3 6-2,TRUE,8.75
Novak Djokovic,Serbia,SRB,Denis Shapovalov,Canada,CAN,1/14/2019,Australian Open,G,5,H,FALSE,85,R32,6-3 6-4 4-6 6-0,TRUE,8.75
Philipp Kohlschreiber,Germany,GER,Matthew Ebden,Australia,AUS,8/27/2018,US Open,G,5,H,FALSE,61,R64,6-7(1) 6-3 6-2 6-0,TRUE,8.75
Rafael Nadal,Spain,ESP,David Goffin,Belgium,BEL,5/26/2019,Roland Garros,G,5,C,FALSE,48,R32,6-1 6-3 4-6 6-3,TRUE,8.75
Rafael Nadal,Spain,ESP,Dominic Thiem,Austria,AUT,5/26/2019,Roland Garros,G,5,C,FALSE,48,F,6-3 5-7 6-1 6-1,TRUE,8.75
Roberto Bautista Agut,Spain,ESP,Novak Djokovic,Serbia,SRB,7/1/2019,Wimbledon,G,5,G,FALSE,76,SF,6-2 4-6 6-3 6-2,FALSE,8.75
Albert Ramos,Spain,ESP,Karen Khachanov,Russian Federation,RUS,8/27/2018,US Open,G,5,H,FALSE,61,R128,6-3 6-2 6-3,FALSE,8.67
Alexander Zverev,Germany,GER,Alex Bolt,Australia,AUS,1/14/2019,Australian Open,G,5,H,FALSE,85,R32,6-3 6-3 6-2,TRUE,8.67
Alexander Zverev,Germany,GER,Milos Raonic,Canada,CAN,1/14/2019,Australian Open,G,5,H,FALSE,85,R16,6-1 6-1 7-6(5),FALSE,8.67
Alex Bolt,Australia,AUS,Alexander Zverev,Germany,GER,1/14/2019,Australian Open,G,5,H,FALSE,85,R32,6-3 6-3 6-2,FALSE,8.67
Andrey Rublev,Russian Federation,RUS,Sam Querrey,United States,USA,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,6-3 6-2 6-3,FALSE,8.67
Antonie Hoang,France,FRA,Gael Monfils,France,FRA,5/26/2019,Roland Garros,G,5,C,FALSE,48,R32,6-3 6-2 6-3,FALSE,8.67
Borna Coric,Croatia,CRO,Juan Martin Del Potro,Argentina,ARG,8/27/2018,US Open,G,5,H,FALSE,61,R16,6-4 6-3 6-1,FALSE,8.67
Cameron Norrie,United Kingdom,GBR,Kei Nishikori,Japan,JPN,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,6-4 6-4 6-0,FALSE,8.67
Casper Ruud,Norway,NOR,Ernests Gulbis,Latvia,LAT,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-2 7-6(2) 6-0,TRUE,8.67
Denis Kudla,United States,USA,Malek Jaziri,Tunisia,TUN,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-4 6-1 6-3,TRUE,8.67
Dominic Thiem,Austria,AUT,Mirza Basic,Bosnia and Herzegovina,BIH,8/27/2018,US Open,G,5,H,FALSE,61,R128,6-3 6-1 6-4,TRUE,8.67
Dominic Thiem,Austria,AUT,Karen Khachanov,Russian Federation,RUS,5/26/2019,Roland Garros,G,5,C,FALSE,48,QF,6-2 6-4 6-2,TRUE,8.67
Ernests Gulbis,Latvia,LAT,Casper Ruud,Norway,NOR,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-2 7-6(2) 6-0,FALSE,8.67
Gael Monfils,France,FRA,Antonie Hoang,France,FRA,5/26/2019,Roland Garros,G,5,C,FALSE,48,R32,6-3 6-2 6-3,TRUE,8.67
Guido Andreozzi,Argentina,ARG,Jack Sock,United States,USA,8/27/2018,US Open,G,5,H,FALSE,61,R128,6-0 7-6(4) 6-2,FALSE,8.67
Guido Pella,Argentina,ARG,Paolo Lorenzi,Italy,ITA,8/27/2018,US Open,G,5,H,FALSE,61,R64,7-5 6-0 6-2,TRUE,8.67
Henri Laaksonen,Switzerland,SUI,Novak Djokovic,Serbia,SRB,5/26/2019,Roland Garros,G,5,C,FALSE,48,R64,6-1 6-4 6-3,FALSE,8.67
Hubert Hurkacz,Poland,POL,Novak Djokovic,Serbia,SRB,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-4 6-2 6-2,FALSE,8.67
Jack Sock,United States,USA,Guido Andreozzi,Argentina,ARG,8/27/2018,US Open,G,5,H,FALSE,61,R128,6-0 7-6(4) 6-2,TRUE,8.67
Jordan Thompson,Australia,AUS,Juan Martin Del Potro,Argentina,ARG,5/26/2019,Roland Garros,G,5,C,FALSE,48,R32,6-4 6-4 6-0,FALSE,8.67
Juan Ignacio Londero,Argentina,ARG,Nikoloz Basilashvili,Georgia,GEO,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-4 6-1 6-3,TRUE,8.67
Juan Ignacio Londero,Argentina,ARG,Rafael Nadal,Spain,ESP,5/26/2019,Roland Garros,G,5,C,FALSE,48,R16,6-2 6-3 6-3,FALSE,8.67
Juan Martin Del Potro,Argentina,ARG,Borna Coric,Croatia,CRO,8/27/2018,US Open,G,5,H,FALSE,61,R16,6-4 6-3 6-1,TRUE,8.67
Juan Martin Del Potro,Argentina,ARG,Jordan Thompson,Australia,AUS,5/26/2019,Roland Garros,G,5,C,FALSE,48,R32,6-4 6-4 6-0,TRUE,8.67
Karen Khachanov,Russian Federation,RUS,Dominic Thiem,Austria,AUT,5/26/2019,Roland Garros,G,5,C,FALSE,48,QF,6-2 6-4 6-2,FALSE,8.67
Karen Khachanov,Russian Federation,RUS,Martin Klizan,Slovakia,SVK,5/26/2019,Roland Garros,G,5,C,FALSE,48,R32,6-1 6-4 6-3,TRUE,8.67
Karen Khachanov,Russian Federation,RUS,Albert Ramos,Spain,ESP,8/27/2018,US Open,G,5,H,FALSE,61,R128,6-3 6-2 6-3,TRUE,8.67
Kei Nishikori,Japan,JPN,Cameron Norrie,United Kingdom,GBR,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,6-4 6-4 6-0,TRUE,8.67
Leonardo Mayer,Argentina,ARG,Roger Federer,Switzerland,SUI,5/26/2019,Roland Garros,G,5,C,FALSE,48,R16,6-2 6-3 6-3,FALSE,8.67
Malek Jaziri,Tunisia,TUN,Denis Kudla,United States,USA,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-4 6-1 6-3,FALSE,8.67
Martin Klizan,Slovakia,SVK,Karen Khachanov,Russian Federation,RUS,5/26/2019,Roland Garros,G,5,C,FALSE,48,R32,6-1 6-4 6-3,FALSE,8.67
Milos Raonic,Canada,CAN,Alexander Zverev,Germany,GER,1/14/2019,Australian Open,G,5,H,FALSE,85,R16,6-1 6-1 7-6(5),TRUE,8.67
Mirza Basic,Bosnia and Herzegovina,BIH,Dominic Thiem,Austria,AUT,8/27/2018,US Open,G,5,H,FALSE,61,R128,6-3 6-1 6-4,FALSE,8.67
Nikoloz Basilashvili,Georgia,GEO,Juan Ignacio Londero,Argentina,ARG,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-4 6-1 6-3,FALSE,8.67
Novak Djokovic,Serbia,SRB,Hubert Hurkacz,Poland,POL,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-4 6-2 6-2,TRUE,8.67
Novak Djokovic,Serbia,SRB,Salvatore Caruso,Italy,ITA,5/26/2019,Roland Garros,G,5,C,FALSE,48,R32,6-3 6-3 6-2,TRUE,8.67
Novak Djokovic,Serbia,SRB,Henri Laaksonen,Switzerland,SUI,5/26/2019,Roland Garros,G,5,C,FALSE,48,R64,6-1 6-4 6-3,TRUE,8.67
Novak Djokovic,Serbia,SRB,Richard Gasquet,France,FRA,8/27/2018,US Open,G,5,H,FALSE,61,R32,6-2 6-3 6-3,TRUE,8.67
Novak Djokovic,Serbia,SRB,Ugo Humbert,France,FRA,7/1/2019,Wimbledon,G,5,G,FALSE,76,R16,6-3 6-2 6-3,TRUE,8.67
Novak Djokovic,Serbia,SRB,Rafael Nadal,Spain,ESP,1/14/2019,Australian Open,G,5,H,FALSE,85,F,6-3 6-2 6-3,TRUE,8.67
Paolo Lorenzi,Italy,ITA,Guido Pella,Argentina,ARG,8/27/2018,US Open,G,5,H,FALSE,61,R64,7-5 6-0 6-2,FALSE,8.67
Peter Gojowczyk,Germany,GER,Roberto Bautista Agut,Spain,ESP,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-3 6-2 6-3,FALSE,8.67
Philipp Kohlschreiber,Germany,GER,Zhe Li,China,CHN,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-2 6-2 6-4,TRUE,8.67
Rafael Nadal,Spain,ESP,Novak Djokovic,Serbia,SRB,1/14/2019,Australian Open,G,5,H,FALSE,85,F,6-3 6-2 6-3,FALSE,8.67
Rafael Nadal,Spain,ESP,Juan Ignacio Londero,Argentina,ARG,5/26/2019,Roland Garros,G,5,C,FALSE,48,R16,6-2 6-3 6-3,TRUE,8.67
Richard Gasquet,France,FRA,Novak Djokovic,Serbia,SRB,8/27/2018,US Open,G,5,H,FALSE,61,R32,6-2 6-3 6-3,FALSE,8.67
Roberto Bautista Agut,Spain,ESP,Peter Gojowczyk,Germany,GER,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-3 6-2 6-3,TRUE,8.67
Roger Federer,Switzerland,SUI,Leonardo Mayer,Argentina,ARG,5/26/2019,Roland Garros,G,5,C,FALSE,48,R16,6-2 6-3 6-3,TRUE,8.67
Roger Federer,Switzerland,SUI,Yoshihito Nishioka,Japan,JPN,8/27/2018,US Open,G,5,H,FALSE,61,R128,6-2 6-2 6-4,TRUE,8.67
Salvatore Caruso,Italy,ITA,Novak Djokovic,Serbia,SRB,5/26/2019,Roland Garros,G,5,C,FALSE,48,R32,6-3 6-3 6-2,FALSE,8.67
Sam Querrey,United States,USA,Andrey Rublev,Russian Federation,RUS,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,6-3 6-2 6-3,TRUE,8.67
Ugo Humbert,France,FRA,Novak Djokovic,Serbia,SRB,7/1/2019,Wimbledon,G,5,G,FALSE,76,R16,6-3 6-2 6-3,FALSE,8.67
Yoshihito Nishioka,Japan,JPN,Roger Federer,Switzerland,SUI,8/27/2018,US Open,G,5,H,FALSE,61,R128,6-2 6-2 6-4,FALSE,8.67
Zhe Li,China,CHN,Philipp Kohlschreiber,Germany,GER,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-2 6-2 6-4,FALSE,8.67
Alexander Zverev,Germany,GER,Dusan Lajovic,Serbia,SRB,5/26/2019,Roland Garros,G,5,C,FALSE,48,R32,6-4 6-2 4-6 1-6 6-2,TRUE,8.6
Dusan Lajovic,Serbia,SRB,Alexander Zverev,Germany,GER,5/26/2019,Roland Garros,G,5,C,FALSE,48,R32,6-4 6-2 4-6 1-6 6-2,FALSE,8.6
Jan Lennard Struff,Germany,GER,Julien Benneteau,France,FRA,8/27/2018,US Open,G,5,H,FALSE,61,R64,6-2 4-6 6-1 3-6 6-3,TRUE,8.6
Julien Benneteau,France,FRA,Jan Lennard Struff,Germany,GER,8/27/2018,US Open,G,5,H,FALSE,61,R64,6-2 4-6 6-1 3-6 6-3,FALSE,8.6
Diego Sebastian Schwartzman,Argentina,ARG,Jaume Munar,Spain,ESP,8/27/2018,US Open,G,5,H,FALSE,61,R64,6-2 6-0 5-7 6-2,TRUE,8.5
Fabio Fognini,Italy,ITA,John Millman,Australia,AUS,8/27/2018,US Open,G,5,H,FALSE,61,R64,6-1 4-6 6-4 6-1,FALSE,8.5
Jaume Munar,Spain,ESP,Diego Sebastian Schwartzman,Argentina,ARG,8/27/2018,US Open,G,5,H,FALSE,61,R64,6-2 6-0 5-7 6-2,FALSE,8.5
Jeremy Chardy,France,FRA,Martin Klizan,Slovakia,SVK,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,3-6 6-0 6-3 6-4,TRUE,8.5
Joao Sousa,Portugal,POR,Paul Jubb,United Kingdom,GBR,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-0 6-3 6-7(8) 6-1,TRUE,8.5
John Millman,Australia,AUS,Fabio Fognini,Italy,ITA,8/27/2018,US Open,G,5,H,FALSE,61,R64,6-1 4-6 6-4 6-1,TRUE,8.5
Juan Martin Del Potro,Argentina,ARG,Nicolas Jarry,Chile,CHI,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,3-6 6-2 6-1 6-4,TRUE,8.5
Martin Klizan,Slovakia,SVK,Jeremy Chardy,France,FRA,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,3-6 6-0 6-3 6-4,FALSE,8.5
Marton Fucsovics,Hungary,HUN,Novak Djokovic,Serbia,SRB,8/27/2018,US Open,G,5,H,FALSE,61,R128,6-3 3-6 6-4 6-0,FALSE,8.5
Nicolas Jarry,Chile,CHI,Juan Martin Del Potro,Argentina,ARG,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,3-6 6-2 6-1 6-4,FALSE,8.5
Novak Djokovic,Serbia,SRB,Marton Fucsovics,Hungary,HUN,8/27/2018,US Open,G,5,H,FALSE,61,R128,6-3 3-6 6-4 6-0,TRUE,8.5
Paul Jubb,United Kingdom,GBR,Joao Sousa,Portugal,POR,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-0 6-3 6-7(8) 6-1,FALSE,8.5
Filip Krajinovic,Serbia,SRB,Frances Tiafoe,United States,USA,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-2 4-6 6-3 3-6 6-0,TRUE,8.4
Frances Tiafoe,United States,USA,Filip Krajinovic,Serbia,SRB,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-2 4-6 6-3 3-6 6-0,FALSE,8.4
Alex De Minaur,Australia,AUS,Rafael Nadal,Spain,ESP,1/14/2019,Australian Open,G,5,H,FALSE,85,R32,6-1 6-2 6-4,FALSE,8.33
Bernard Tomic,Australia,AUS,Jo Wilfried Tsonga,France,FRA,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-2 6-1 6-4,FALSE,8.33
Denis Kudla,United States,USA,Novak Djokovic,Serbia,SRB,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,6-3 6-2 6-2,FALSE,8.33
Donald Young,United States,USA,Juan Martin Del Potro,Argentina,ARG,8/27/2018,US Open,G,5,H,FALSE,61,R128,6-0 6-3 6-4,FALSE,8.33
Gilles Simon,France,FRA,Salvatore Caruso,Italy,ITA,5/26/2019,Roland Garros,G,5,C,FALSE,48,R64,6-1 6-2 6-4,FALSE,8.33
Gilles Simon,France,FRA,Lloyd George Muirhead Harris,South Africa,RSA,8/27/2018,US Open,G,5,H,FALSE,61,R128,6-2 6-2 6-3,TRUE,8.33
Gleb Sakharov,France,FRA,Maximilian Marterer,Germany,GER,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-3 6-1 6-3,FALSE,8.33
Henri Laaksonen,Switzerland,SUI,Pedro Martinez Portero,Spain,ESP,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-1 6-0 7-6(4),TRUE,8.33
Jan Lennard Struff,Germany,GER,Novak Djokovic,Serbia,SRB,5/26/2019,Roland Garros,G,5,C,FALSE,48,R16,6-3 6-2 6-2,FALSE,8.33
Joao Sousa,Portugal,POR,Marcel Granollers,Spain,ESP,8/27/2018,US Open,G,5,H,FALSE,61,R128,6-2 6-2 6-3,TRUE,8.33
Jo Wilfried Tsonga,France,FRA,Rafael Nadal,Spain,ESP,7/1/2019,Wimbledon,G,5,G,FALSE,76,R32,6-2 6-3 6-2,FALSE,8.33
Jo Wilfried Tsonga,France,FRA,Bernard Tomic,Australia,AUS,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-2 6-1 6-4,TRUE,8.33
Juan Martin Del Potro,Argentina,ARG,Donald Young,United States,USA,8/27/2018,US Open,G,5,H,FALSE,61,R128,6-0 6-3 6-4,TRUE,8.33
Kei Nishikori,Japan,JPN,Maximilian Marterer,Germany,GER,8/27/2018,US Open,G,5,H,FALSE,61,R128,6-2 6-2 6-3,TRUE,8.33
Lloyd George Muirhead Harris,South Africa,RSA,Gilles Simon,France,FRA,8/27/2018,US Open,G,5,H,FALSE,61,R128,6-2 6-2 6-3,FALSE,8.33
Marcel Granollers,Spain,ESP,Joao Sousa,Portugal,POR,8/27/2018,US Open,G,5,H,FALSE,61,R128,6-2 6-2 6-3,FALSE,8.33
Matthew Ebden,Australia,AUS,Rafael Nadal,Spain,ESP,1/14/2019,Australian Open,G,5,H,FALSE,85,R64,6-3 6-2 6-2,FALSE,8.33
Maximilian Marterer,Germany,GER,Gleb Sakharov,France,FRA,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-3 6-1 6-3,TRUE,8.33
Maximilian Marterer,Germany,GER,Kei Nishikori,Japan,JPN,8/27/2018,US Open,G,5,H,FALSE,61,R128,6-2 6-2 6-3,FALSE,8.33
Mitchell Krueger,United States,USA,Novak Djokovic,Serbia,SRB,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-3 6-2 6-2,FALSE,8.33
Novak Djokovic,Serbia,SRB,Mitchell Krueger,United States,USA,1/14/2019,Australian Open,G,5,H,FALSE,85,R128,6-3 6-2 6-2,TRUE,8.33
Novak Djokovic,Serbia,SRB,Jan Lennard Struff,Germany,GER,5/26/2019,Roland Garros,G,5,C,FALSE,48,R16,6-3 6-2 6-2,TRUE,8.33
Novak Djokovic,Serbia,SRB,Denis Kudla,United States,USA,7/1/2019,Wimbledon,G,5,G,FALSE,76,R64,6-3 6-2 6-2,TRUE,8.33
Pedro Martinez Portero,Spain,ESP,Henri Laaksonen,Switzerland,SUI,5/26/2019,Roland Garros,G,5,C,FALSE,48,R128,6-1 6-0 7-6(4),FALSE,8.33
Rafael Nadal,Spain,ESP,Tomas Berdych,Czech Republic,CZE,1/14/2019,Australian Open,G,5,H,FALSE,85,R16,6-0 6-1 7-6(4),TRUE,8.33
Rafael Nadal,Spain,ESP,Alex De Minaur,Australia,AUS,1/14/2019,Australian Open,G,5,H,FALSE,85,R32,6-1 6-2 6-4,TRUE,8.33
Rafael Nadal,Spain,ESP,Matthew Ebden,Australia,AUS,1/14/2019,Australian Open,G,5,H,FALSE,85,R64,6-3 6-2 6-2,TRUE,8.33
Rafael Nadal,Spain,ESP,Jo Wilfried Tsonga,France,FRA,7/1/2019,Wimbledon,G,5,G,FALSE,76,R32,6-2 6-3 6-2,TRUE,8.33
Rafael Nadal,Spain,ESP,Yuichi Sugita,Japan,JPN,7/1/2019,Wimbledon,G,5,G,FALSE,76,R128,6-3 6-1 6-3,TRUE,8.33
Rafael Nadal,Spain,ESP,Yannick Maden,Germany,GER,5/26/2019,Roland Garros,G,5,C,FALSE,48,R64,6-1 6-2 6-4,TRUE,8.33
